row_index,target_field,algorithm,predicted_value,confidence,prediction_source,passes_threshold,candidate_status,rejection_reason,validation_record_status,raw_permit_id
80,permit_type,grouped_majority,Building,1.0,group_majority,True,Accepted,,valid,run_20260625_170932_611_row_000082
84,permit_type,grouped_majority,Building,1.0,group_majority,True,Accepted,,valid,run_20260625_170932_611_row_000086
88,permit_type,grouped_majority,Building,1.0,group_majority,True,Accepted,,valid,run_20260625_170932_611_row_000090
89,permit_type,grouped_majority,Electrical,1.0,group_majority,True,Accepted,,valid,run_20260625_170932_611_row_000091
90,permit_type,grouped_majority,Electrical,1.0,group_majority,True,Accepted,,valid,run_20260625_170932_611_row_000092
94,permit_type,grouped_majority,Mechanical,1.0,group_majority,True,Accepted,,valid,run_20260625_170932_611_row_000096
95,permit_type,grouped_majority,Mechanical,1.0,group_majority,True,Accepted,,valid,run_20260625_170932_611_row_000097
96,permit_type,grouped_majority,Plumbing,1.0,group_majority,True,Accepted,,valid,run_20260625_170932_611_row_000098
101,permit_type,grouped_majority,Building,1.0,group_majority,True,Accepted,,valid,run_20260625_170932_611_row_000103
102,permit_type,grouped_majority,Building,1.0,group_majority,True,Accepted,,valid,run_20260625_170932_611_row_000104
103,permit_type,grouped_majority,Building,1.0,group_majority,True,Accepted,,valid,run_20260625_170932_611_row_000105
106,permit_type,grouped_majority,Building,1.0,group_majority,True,Accepted,,valid,run_20260625_170932_611_row_000108
107,permit_type,grouped_majority,Building,1.0,group_majority,True,Accepted,,valid,run_20260625_170932_611_row_000109
110,permit_type,grouped_majority,Electrical,1.0,group_majority,True,Accepted,,valid,run_20260625_170932_611_row_000112
114,permit_type,grouped_majority,Plumbing,1.0,group_majority,True,Accepted,,valid,run_20260625_170932_611_row_000116
118,permit_type,grouped_majority,Electrical,1.0,group_majority,True,Accepted,,valid,run_20260625_170932_611_row_000120
119,permit_type,grouped_majority,Electrical,1.0,group_majority,True,Accepted,,valid,run_20260625_170932_611_row_000121
121,permit_type,grouped_majority,Mechanical,1.0,group_majority,True,Accepted,,valid,run_20260625_170932_611_row_000123
122,permit_type,grouped_majority,Mechanical,1.0,group_majority,True,Accepted,,valid,run_20260625_170932_611_row_000124
123,permit_type,grouped_majority,Plumbing,1.0,group_majority,True,Accepted,,valid,run_20260625_170932_611_row_000125
125,permit_type,grouped_majority,Building,1.0,group_majority,True,Accepted,,valid,run_20260625_170932_611_row_000127
126,permit_type,grouped_majority,Building,1.0,group_majority,True,Accepted,,valid,run_20260625_170932_611_row_000128
127,permit_type,grouped_majority,Building,1.0,group_majority,True,Accepted,,valid,run_20260625_170932_611_row_000129
129,permit_type,grouped_majority,Electrical,1.0,group_majority,True,Accepted,,valid,run_20260625_170932_611_row_000131
130,permit_type,grouped_majority,Grading,1.0,group_majority,True,Accepted,,valid,run_20260625_170932_611_row_000132
136,permit_type,grouped_majority,Building,1.0,group_majority,True,Accepted,,valid,run_20260625_170932_611_row_000138
137,permit_type,grouped_majority,Building,1.0,group_majority,True,Accepted,,valid,run_20260625_170932_611_row_000139
139,permit_type,grouped_majority,Electrical,1.0,group_majority,True,Accepted,,valid,run_20260625_170932_611_row_000141
141,permit_type,grouped_majority,Electrical,1.0,group_majority,True,Accepted,,valid,run_20260625_170932_611_row_000143
146,permit_type,grouped_majority,Building,1.0,group_majority,True,Accepted,,valid,run_20260625_170932_611_row_000148
147,permit_type,grouped_majority,Building,1.0,group_majority,True,Accepted,,valid,run_20260625_170932_611_row_000149
152,permit_type,grouped_majority,Building,1.0,group_majority,True,Accepted,,valid,run_20260625_170932_611_row_000154
153,permit_type,grouped_majority,Building,1.0,group_majority,True,Accepted,,valid,run_20260625_170932_611_row_000155
157,permit_type,grouped_majority,Electrical,1.0,group_majority,True,Accepted,,valid,run_20260625_170932_611_row_000159
159,permit_type,grouped_majority,Electrical,1.0,group_majority,True,Accepted,,valid,run_20260625_170932_611_row_000161
163,permit_type,grouped_majority,Electrical,1.0,group_majority,True,Accepted,,valid,run_20260625_170932_611_row_000165
165,permit_type,grouped_majority,Mechanical,1.0,group_majority,True,Accepted,,valid,run_20260625_170932_611_row_000167
168,permit_type,grouped_majority,Plumbing,1.0,group_majority,True,Accepted,,valid,run_20260625_170932_611_row_000170
170,permit_type,grouped_majority,Plumbing,1.0,group_majority,True,Accepted,,valid,run_20260625_170932_611_row_000172
173,permit_type,grouped_majority,Building,1.0,group_majority,True,Accepted,,valid,run_20260625_170932_611_row_000175
178,permit_type,grouped_majority,Mechanical,1.0,group_majority,True,Accepted,,valid,run_20260625_170932_611_row_000180
182,permit_type,grouped_majority,Plumbing,1.0,group_majority,True,Accepted,,valid,run_20260625_170932_611_row_000184
183,permit_type,grouped_majority,Building,1.0,group_majority,True,Accepted,,valid,run_20260625_170932_611_row_000185
184,permit_type,grouped_majority,Building,1.0,group_majority,True,Accepted,,valid,run_20260625_170932_611_row_000186
185,permit_type,grouped_majority,Building,1.0,group_majority,True,Accepted,,valid,run_20260625_170932_611_row_000187
186,permit_type,grouped_majority,Building,1.0,group_majority,True,Accepted,,valid,run_20260625_170932_611_row_000188
187,permit_type,grouped_majority,Building,1.0,group_majority,True,Accepted,,valid,run_20260625_170932_611_row_000189
193,permit_type,grouped_majority,Electrical,1.0,group_majority,True,Accepted,,valid,run_20260625_170932_611_row_000195
194,permit_type,grouped_majority,Grading,1.0,group_majority,True,Accepted,,valid,run_20260625_170932_611_row_000196
197,permit_type,grouped_majority,Plumbing,1.0,group_majority,True,Accepted,,valid,run_20260625_170932_611_row_000199
198,permit_type,grouped_majority,Building,1.0,group_majority,True,Accepted,,valid,run_20260625_170932_611_row_000200
200,permit_type,grouped_majority,Building,1.0,group_majority,True,Accepted,,valid,run_20260625_170932_611_row_000202
201,permit_type,grouped_majority,Demolition,1.0,group_majority,True,Accepted,,valid,run_20260625_170932_611_row_000203
202,permit_type,grouped_majority,Electrical,1.0,group_majority,True,Accepted,,valid,run_20260625_170932_611_row_000204
203,permit_type,grouped_majority,Electrical,1.0,group_majority,True,Accepted,,valid,run_20260625_170932_611_row_000205
205,permit_type,grouped_majority,Electrical,1.0,group_majority,True,Accepted,,valid,run_20260625_170932_611_row_000207
207,permit_type,grouped_majority,Plumbing,1.0,group_majority,True,Accepted,,valid,run_20260625_170932_611_row_000209
208,permit_type,grouped_majority,Building,1.0,group_majority,True,Accepted,,valid,run_20260625_170932_611_row_000210
209,permit_type,grouped_majority,Building,1.0,group_majority,True,Accepted,,valid,run_20260625_170932_611_row_000211
213,permit_type,grouped_majority,Building,1.0,group_majority,True,Accepted,,valid,run_20260625_170932_611_row_000215
215,permit_type,grouped_majority,Mechanical,1.0,group_majority,True,Accepted,,valid,run_20260625_170932_611_row_000217
218,permit_type,grouped_majority,Building,1.0,group_majority,True,Accepted,,valid,run_20260625_170932_611_row_000220
220,permit_type,grouped_majority,Demolition,1.0,group_majority,True,Accepted,,valid,run_20260625_170932_611_row_000222
222,permit_type,grouped_majority,Electrical,1.0,group_majority,True,Accepted,,valid,run_20260625_170932_611_row_000224
223,permit_type,grouped_majority,Electrical,1.0,group_majority,True,Accepted,,valid,run_20260625_170932_611_row_000225
226,permit_type,grouped_majority,Mechanical,1.0,group_majority,True,Accepted,,valid,run_20260625_170932_611_row_000228
233,permit_type,grouped_majority,Building,1.0,group_majority,True,Accepted,,valid,run_20260625_170932_611_row_000235
235,permit_type,grouped_majority,Building,1.0,group_majority,True,Accepted,,valid,run_20260625_170932_611_row_000237
236,permit_type,grouped_majority,Building,1.0,group_majority,True,Accepted,,valid,run_20260625_170932_611_row_000238
240,permit_type,grouped_majority,Building,1.0,group_majority,True,Accepted,,valid,run_20260625_170932_611_row_000242
241,permit_type,grouped_majority,Building,1.0,group_majority,True,Accepted,,valid,run_20260625_170932_611_row_000243
245,permit_type,grouped_majority,Electrical,1.0,group_majority,True,Accepted,,valid,run_20260625_170932_611_row_000247
249,permit_type,grouped_majority,Electrical,1.0,group_majority,True,Accepted,,valid,run_20260625_170932_611_row_000251
250,permit_type,grouped_majority,Electrical,1.0,group_majority,True,Accepted,,valid,run_20260625_170932_611_row_000252
251,permit_type,grouped_majority,Electrical,1.0,group_majority,True,Accepted,,valid,run_20260625_170932_611_row_000253
254,permit_type,grouped_majority,Grading,1.0,group_majority,True,Accepted,,valid,run_20260625_170932_611_row_000256
255,permit_type,grouped_majority,Mechanical,1.0,group_majority,True,Accepted,,valid,run_20260625_170932_611_row_000257
256,permit_type,grouped_majority,Mechanical,1.0,group_majority,True,Accepted,,valid,run_20260625_170932_611_row_000258
257,permit_type,grouped_majority,Mechanical,1.0,group_majority,True,Accepted,,valid,run_20260625_170932_611_row_000259
259,permit_type,grouped_majority,Mechanical,1.0,group_majority,True,Accepted,,valid,run_20260625_170932_611_row_000261
262,permit_type,grouped_majority,Plumbing,1.0,group_majority,True,Accepted,,valid,run_20260625_170932_611_row_000264
264,permit_type,grouped_majority,Plumbing,1.0,group_majority,True,Accepted,,valid,run_20260625_170932_611_row_000266
266,permit_type,grouped_majority,Building,1.0,group_majority,True,Accepted,,valid,run_20260625_170932_611_row_000268
267,permit_type,grouped_majority,Electrical,1.0,group_majority,True,Accepted,,valid,run_20260625_170932_611_row_000269
268,permit_type,grouped_majority,Mechanical,1.0,group_majority,True,Accepted,,valid,run_20260625_170932_611_row_000270
269,permit_type,grouped_majority,Plumbing,1.0,group_majority,True,Accepted,,valid,run_20260625_170932_611_row_000271
270,permit_type,grouped_majority,Building,1.0,group_majority,True,Accepted,,valid,run_20260625_171257_622_row_000002
271,permit_type,grouped_majority,Building,1.0,group_majority,True,Accepted,,valid,run_20260625_171257_622_row_000003
272,permit_type,grouped_majority,Electrical,1.0,group_majority,True,Accepted,,valid,run_20260625_171257_622_row_000004
273,permit_type,grouped_majority,Grading,1.0,group_majority,True,Accepted,,valid,run_20260625_171257_622_row_000005
276,permit_type,grouped_majority,Building,1.0,group_majority,True,Accepted,,valid,run_20260625_171257_622_row_000008
277,permit_type,grouped_majority,Building,1.0,group_majority,True,Accepted,,valid,run_20260625_171257_622_row_000009
278,permit_type,grouped_majority,Building,1.0,group_majority,True,Accepted,,valid,run_20260625_171257_622_row_000010
280,permit_type,grouped_majority,Building,1.0,group_majority,True,Accepted,,valid,run_20260625_171257_622_row_000012
282,permit_type,grouped_majority,Building,1.0,group_majority,True,Accepted,,valid,run_20260625_171257_622_row_000014
283,permit_type,grouped_majority,Building,1.0,group_majority,True,Accepted,,valid,run_20260625_171257_622_row_000015
285,permit_type,grouped_majority,Building,1.0,group_majority,True,Accepted,,valid,run_20260625_171257_622_row_000017
291,permit_type,grouped_majority,Building,1.0,group_majority,True,Accepted,,valid,run_20260625_171257_622_row_000023
293,permit_type,grouped_majority,Building,1.0,group_majority,True,Accepted,,valid,run_20260625_171257_622_row_000025
294,permit_type,grouped_majority,Building,1.0,group_majority,True,Accepted,,valid,run_20260625_171257_622_row_000026
297,permit_type,grouped_majority,Miscellaneous,1.0,group_majority,True,Accepted,,valid,run_20260625_171257_622_row_000029
299,permit_type,grouped_majority,Building,1.0,group_majority,True,Accepted,,valid,run_20260625_171257_622_row_000031
305,permit_type,grouped_majority,Plumbing,1.0,group_majority,True,Accepted,,valid,run_20260625_171257_622_row_000037
306,permit_type,grouped_majority,Building,1.0,group_majority,True,Accepted,,valid,run_20260625_171257_622_row_000038
310,permit_type,grouped_majority,Building,1.0,group_majority,True,Accepted,,valid,run_20260625_171257_622_row_000042
311,permit_type,grouped_majority,Building,1.0,group_majority,True,Accepted,,valid,run_20260625_171257_622_row_000043
314,permit_type,grouped_majority,Mechanical,1.0,group_majority,True,Accepted,,valid,run_20260625_171257_622_row_000046
315,permit_type,grouped_majority,Mechanical,1.0,group_majority,True,Accepted,,valid,run_20260625_171257_622_row_000047
316,permit_type,grouped_majority,Mechanical,1.0,group_majority,True,Accepted,,valid,run_20260625_171257_622_row_000048
319,permit_type,grouped_majority,Building,1.0,group_majority,True,Accepted,,valid,run_20260625_171257_622_row_000051
323,permit_type,grouped_majority,Electrical,1.0,group_majority,True,Accepted,,valid,run_20260625_171257_622_row_000055
325,permit_type,grouped_majority,Electrical,1.0,group_majority,True,Accepted,,valid,run_20260625_171257_622_row_000057
329,permit_type,grouped_majority,Building,1.0,group_majority,True,Accepted,,valid,run_20260625_171257_622_row_000061
334,permit_type,grouped_majority,Electrical,1.0,group_majority,True,Accepted,,valid,run_20260625_171257_622_row_000066
347,permit_type,grouped_majority,Building,1.0,group_majority,True,Accepted,,valid,run_20260625_171257_622_row_000079
348,permit_type,grouped_majority,Building,1.0,group_majority,True,Accepted,,valid,run_20260625_171257_622_row_000080
350,permit_type,grouped_majority,Building,1.0,group_majority,True,Accepted,,valid,run_20260625_171257_622_row_000082
351,permit_type,grouped_majority,Building,1.0,group_majority,True,Accepted,,valid,run_20260625_171257_622_row_000083
352,permit_type,grouped_majority,Building,1.0,group_majority,True,Accepted,,valid,run_20260625_171257_622_row_000084
355,permit_type,grouped_majority,Electrical,1.0,group_majority,True,Accepted,,valid,run_20260625_171257_622_row_000087
359,permit_type,grouped_majority,Building,1.0,group_majority,True,Accepted,,valid,run_20260625_171257_622_row_000091
364,permit_type,grouped_majority,Building,1.0,group_majority,True,Accepted,,valid,run_20260625_171257_622_row_000096
366,permit_type,grouped_majority,Building,1.0,group_majority,True,Accepted,,valid,run_20260625_171257_622_row_000098
367,permit_type,grouped_majority,Building,1.0,group_majority,True,Accepted,,valid,run_20260625_171257_622_row_000099
372,permit_type,grouped_majority,Building,1.0,group_majority,True,Accepted,,valid,run_20260625_171257_622_row_000104
373,permit_type,grouped_majority,Building,1.0,group_majority,True,Accepted,,valid,run_20260625_171257_622_row_000105
375,permit_type,grouped_majority,Building,1.0,group_majority,True,Accepted,,valid,run_20260625_171257_622_row_000107
387,permit_type,grouped_majority,Building,1.0,group_majority,True,Accepted,,valid,run_20260625_171257_622_row_000119
390,permit_type,grouped_majority,Building,1.0,group_majority,True,Accepted,,valid,run_20260625_171257_622_row_000122
391,permit_type,grouped_majority,Building,1.0,group_majority,True,Accepted,,valid,run_20260625_171257_622_row_000123
394,permit_type,grouped_majority,Building,1.0,group_majority,True,Accepted,,valid,run_20260625_171257_622_row_000126
401,permit_type,grouped_majority,Grading,1.0,group_majority,True,Accepted,,valid,run_20260625_171257_622_row_000133
409,permit_type,grouped_majority,Electrical,1.0,group_majority,True,Accepted,,valid,run_20260625_171257_622_row_000141
411,permit_type,grouped_majority,Electrical,1.0,group_majority,True,Accepted,,valid,run_20260625_171257_622_row_000143
412,permit_type,grouped_majority,Electrical,1.0,group_majority,True,Accepted,,valid,run_20260625_171257_622_row_000144
413,permit_type,grouped_majority,Mechanical,1.0,group_majority,True,Accepted,,valid,run_20260625_171257_622_row_000145
416,permit_type,grouped_majority,Building,1.0,group_majority,True,Accepted,,valid,run_20260625_171257_622_row_000148
419,permit_type,grouped_majority,Electrical,1.0,group_majority,True,Accepted,,valid,run_20260625_171257_622_row_000151
423,permit_type,grouped_majority,Building,1.0,group_majority,True,Accepted,,valid,run_20260625_171257_622_row_000155
429,permit_type,grouped_majority,Electrical,1.0,group_majority,True,Accepted,,valid,run_20260625_171257_622_row_000161
432,permit_type,grouped_majority,Electrical,1.0,group_majority,True,Accepted,,valid,run_20260625_171257_622_row_000164
436,permit_type,grouped_majority,Mechanical,1.0,group_majority,True,Accepted,,valid,run_20260625_171257_622_row_000168
438,permit_type,grouped_majority,Plumbing,1.0,group_majority,True,Accepted,,valid,run_20260625_171257_622_row_000170
439,permit_type,grouped_majority,Plumbing,1.0,group_majority,True,Accepted,,valid,run_20260625_171257_622_row_000171
440,permit_type,grouped_majority,Plumbing,1.0,group_majority,True,Accepted,,valid,run_20260625_171257_622_row_000172
442,permit_type,grouped_majority,Building,1.0,group_majority,True,Accepted,,valid,run_20260625_171257_622_row_000174
444,permit_type,grouped_majority,Building,1.0,group_majority,True,Accepted,,valid,run_20260625_171257_622_row_000176
445,permit_type,grouped_majority,Building,1.0,group_majority,True,Accepted,,valid,run_20260625_171257_622_row_000177
448,permit_type,grouped_majority,Building,1.0,group_majority,True,Accepted,,valid,run_20260625_171257_622_row_000180
453,permit_type,grouped_majority,Miscellaneous,1.0,group_majority,True,Accepted,,valid,run_20260625_171257_622_row_000185
456,permit_type,grouped_majority,Building,1.0,group_majority,True,Accepted,,valid,run_20260625_171257_622_row_000188
458,permit_type,grouped_majority,Electrical,1.0,group_majority,True,Accepted,,valid,run_20260625_171257_622_row_000190
459,permit_type,grouped_majority,Electrical,1.0,group_majority,True,Accepted,,valid,run_20260625_171257_622_row_000191
460,permit_type,grouped_majority,Electrical,1.0,group_majority,True,Accepted,,valid,run_20260625_171257_622_row_000192
464,permit_type,grouped_majority,Mechanical,1.0,group_majority,True,Accepted,,valid,run_20260625_171257_622_row_000196
466,permit_type,grouped_majority,Building,1.0,group_majority,True,Accepted,,valid,run_20260625_171257_622_row_000198
468,permit_type,grouped_majority,Building,1.0,group_majority,True,Accepted,,valid,run_20260625_171257_622_row_000200
471,permit_type,grouped_majority,Plumbing,1.0,group_majority,True,Accepted,,valid,run_20260625_171257_622_row_000203
473,permit_type,grouped_majority,Building,1.0,group_majority,True,Accepted,,valid,run_20260625_171308_644_row_000003
474,permit_type,grouped_majority,Building,1.0,group_majority,True,Accepted,,valid,run_20260625_171308_644_row_000004
475,permit_type,grouped_majority,Building,1.0,group_majority,True,Accepted,,valid,run_20260625_171308_644_row_000005
478,permit_type,grouped_majority,Electrical,1.0,group_majority,True,Accepted,,valid,run_20260625_171308_644_row_000008
484,permit_type,grouped_majority,Building,1.0,group_majority,True,Accepted,,valid,run_20260625_171308_644_row_000014
489,permit_type,grouped_majority,Building,1.0,group_majority,True,Accepted,,valid,run_20260625_171308_644_row_000019
490,permit_type,grouped_majority,Building,1.0,group_majority,True,Accepted,,valid,run_20260625_171308_644_row_000020
493,permit_type,grouped_majority,Building,1.0,group_majority,True,Accepted,,valid,run_20260625_171308_644_row_000023
494,permit_type,grouped_majority,Building,1.0,group_majority,True,Accepted,,valid,run_20260625_171308_644_row_000024
497,permit_type,grouped_majority,Building,1.0,group_majority,True,Accepted,,valid,run_20260625_171308_644_row_000027
498,permit_type,grouped_majority,Demolition,1.0,group_majority,True,Accepted,,valid,run_20260625_171308_644_row_000028
502,permit_type,grouped_majority,Electrical,1.0,group_majority,True,Accepted,,valid,run_20260625_171308_644_row_000032
505,permit_type,grouped_majority,Electrical,1.0,group_majority,True,Accepted,,valid,run_20260625_171308_644_row_000035
507,permit_type,grouped_majority,Mechanical,1.0,group_majority,True,Accepted,,valid,run_20260625_171308_644_row_000037
514,permit_type,grouped_majority,Building,1.0,group_majority,True,Accepted,,valid,run_20260625_171308_644_row_000044
515,permit_type,grouped_majority,Building,1.0,group_majority,True,Accepted,,valid,run_20260625_171308_644_row_000045
517,permit_type,grouped_majority,Building,1.0,group_majority,True,Accepted,,valid,run_20260625_171308_644_row_000047
518,permit_type,grouped_majority,Building,1.0,group_majority,True,Accepted,,valid,run_20260625_171308_644_row_000048
522,permit_type,grouped_majority,Building,1.0,group_majority,True,Accepted,,valid,run_20260625_171308_644_row_000052
524,permit_type,grouped_majority,Electrical,1.0,group_majority,True,Accepted,,valid,run_20260625_171308_644_row_000054
525,permit_type,grouped_majority,Electrical,1.0,group_majority,True,Accepted,,valid,run_20260625_171308_644_row_000055
526,permit_type,grouped_majority,Electrical,1.0,group_majority,True,Accepted,,valid,run_20260625_171308_644_row_000056
528,permit_type,grouped_majority,Mechanical,1.0,group_majority,True,Accepted,,valid,run_20260625_171308_644_row_000058
530,permit_type,grouped_majority,Mechanical,1.0,group_majority,True,Accepted,,valid,run_20260625_171308_644_row_000060
531,permit_type,grouped_majority,Mechanical,1.0,group_majority,True,Accepted,,valid,run_20260625_171308_644_row_000061
532,permit_type,grouped_majority,Miscellaneous,1.0,group_majority,True,Accepted,,valid,run_20260625_171308_644_row_000062
533,permit_type,grouped_majority,Plumbing,1.0,group_majority,True,Accepted,,valid,run_20260625_171308_644_row_000063
536,permit_type,grouped_majority,Building,1.0,group_majority,True,Accepted,,valid,run_20260625_171308_644_row_000066
537,permit_type,grouped_majority,Electrical,1.0,group_majority,True,Accepted,,valid,run_20260625_171308_644_row_000067
541,permit_type,grouped_majority,Plumbing,1.0,group_majority,True,Accepted,,valid,run_20260625_171308_644_row_000071
542,permit_type,grouped_majority,Building,1.0,group_majority,True,Accepted,,valid,run_20260625_171308_644_row_000072
543,permit_type,grouped_majority,Building,1.0,group_majority,True,Accepted,,valid,run_20260625_171308_644_row_000073
546,permit_type,grouped_majority,Building,1.0,group_majority,True,Accepted,,valid,run_20260625_171308_644_row_000076
549,permit_type,grouped_majority,Electrical,1.0,group_majority,True,Accepted,,valid,run_20260625_171308_644_row_000079
550,permit_type,grouped_majority,Electrical,1.0,group_majority,True,Accepted,,valid,run_20260625_171308_644_row_000080
552,permit_type,grouped_majority,Electrical,1.0,group_majority,True,Accepted,,valid,run_20260625_171308_644_row_000082
563,permit_type,grouped_majority,Plumbing,1.0,group_majority,True,Accepted,,valid,run_20260625_171308_644_row_000093
566,permit_type,grouped_majority,Building,1.0,group_majority,True,Accepted,,valid,run_20260625_171308_644_row_000096
568,permit_type,grouped_majority,Building,1.0,group_majority,True,Accepted,,valid,run_20260625_171308_644_row_000098
569,permit_type,grouped_majority,Miscellaneous,1.0,group_majority,True,Accepted,,valid,run_20260625_171308_644_row_000099
571,permit_type,grouped_majority,Building,1.0,group_majority,True,Accepted,,valid,run_20260625_171308_644_row_000101
572,permit_type,grouped_majority,Building,1.0,group_majority,True,Accepted,,valid,run_20260625_171308_644_row_000102
576,permit_type,grouped_majority,Electrical,1.0,group_majority,True,Accepted,,valid,run_20260625_171308_644_row_000106
583,permit_type,grouped_majority,Building,1.0,group_majority,True,Accepted,,valid,run_20260625_171308_644_row_000113
585,permit_type,grouped_majority,Building,1.0,group_majority,True,Accepted,,valid,run_20260625_171308_644_row_000115
589,permit_type,grouped_majority,Building,1.0,group_majority,True,Accepted,,valid,run_20260625_171308_644_row_000119
590,permit_type,grouped_majority,Building,1.0,group_majority,True,Accepted,,valid,run_20260625_171308_644_row_000120
594,permit_type,grouped_majority,Electrical,1.0,group_majority,True,Accepted,,valid,run_20260625_171308_644_row_000124
596,permit_type,grouped_majority,Electrical,1.0,group_majority,True,Accepted,,valid,run_20260625_171308_644_row_000126
597,permit_type,grouped_majority,Electrical,1.0,group_majority,True,Accepted,,valid,run_20260625_171308_644_row_000127
604,permit_type,grouped_majority,Mechanical,1.0,group_majority,True,Accepted,,valid,run_20260625_171308_644_row_000134
608,permit_type,grouped_majority,Plumbing,1.0,group_majority,True,Accepted,,valid,run_20260625_171308_644_row_000138
612,permit_type,grouped_majority,Plumbing,1.0,group_majority,True,Accepted,,valid,run_20260625_171308_644_row_000142
619,permit_type,grouped_majority,Electrical,1.0,group_majority,True,Accepted,,valid,run_20260625_171308_644_row_000149
620,permit_type,grouped_majority,Mechanical,1.0,group_majority,True,Accepted,,valid,run_20260625_171308_644_row_000150
621,permit_type,grouped_majority,Building,1.0,group_majority,True,Accepted,,valid,run_20260625_171308_644_row_000151
622,permit_type,grouped_majority,Building,1.0,group_majority,True,Accepted,,valid,run_20260625_171308_644_row_000152
624,permit_type,grouped_majority,Mechanical,1.0,group_majority,True,Accepted,,valid,run_20260625_171308_644_row_000154
627,permit_type,grouped_majority,Building,1.0,group_majority,True,Accepted,,valid,run_20260625_171308_644_row_000157
628,permit_type,grouped_majority,Building,1.0,group_majority,True,Accepted,,valid,run_20260625_171308_644_row_000158
631,permit_type,grouped_majority,Building,1.0,group_majority,True,Accepted,,valid,run_20260625_171308_644_row_000161
632,permit_type,grouped_majority,Electrical,1.0,group_majority,True,Accepted,,valid,run_20260625_171308_644_row_000162
636,permit_type,grouped_majority,Building,1.0,group_majority,True,Accepted,,valid,run_20260625_171308_644_row_000166
637,permit_type,grouped_majority,Building,1.0,group_majority,True,Accepted,,valid,run_20260625_171308_644_row_000167
639,permit_type,grouped_majority,Building,1.0,group_majority,True,Accepted,,valid,run_20260625_171308_644_row_000169
640,permit_type,grouped_majority,Building,1.0,group_majority,True,Accepted,,valid,run_20260625_171308_644_row_000170
641,permit_type,grouped_majority,Building,1.0,group_majority,True,Accepted,,valid,run_20260625_171308_644_row_000171
642,permit_type,grouped_majority,Building,1.0,group_majority,True,Accepted,,valid,run_20260625_171308_644_row_000172
648,permit_type,grouped_majority,Building,1.0,group_majority,True,Accepted,,valid,run_20260625_171308_644_row_000178
